vendor,ts,url,snippet
"_seed","2025-10-17T12:49:51.796Z","",""
"_seed","2025-10-17T12:49:51.796Z","",""
"_seed","2025-10-17T12:49:51.796Z","",""
"algolia.com","2025-10-17T00:00:00.000Z","https://algolia.com/legal/security",""
"algolia.com","2025-10-17T00:00:00.000Z","https://algolia.com/.well-known/security.txt",""
"algolia.com","2025-10-17T00:00:00.000Z","https://algolia.com/legal/privacy",""
"algolia.com","2025-10-17T00:00:00.000Z","https://algolia.com",""
"algolia.com","2025-10-17T00:00:00.000Z","https://algolia.com/data-processing-addendum",""
"algolia.com","2025-10-17T00:00:00.000Z","https://algolia.com/dpa",""
"algolia.com","2025-10-17T00:00:00.000Z","https://algolia.com/legal/dpa",""
"adyen.com","2025-10-17T00:00:00.000Z","https://adyen.com/terms-of-service",""
"adyen.com","2025-10-17T00:00:00.000Z","https://adyen.com/legal/terms",""
"adyen.com","2025-10-17T00:00:00.000Z","https://adyen.com/tos",""
"adyen.com","2025-10-17T00:00:00.000Z","https://adyen.com/terms",""
"adyen.com","2025-10-17T00:00:00.000Z","https://adyen.com/sub-processors",""
"adyen.com","2025-10-17T00:00:00.000Z","https://adyen.com/legal/subprocessors",""
"adyen.com","2025-10-17T00:00:00.000Z","https://adyen.com/subprocessors",""
"adyen.com","2025-10-17T00:00:00.000Z","https://adyen.com/status",""
"adyen.com","2025-10-17T00:00:00.000Z","https://adyen.com/status/",""
"adyen.com","2025-10-17T00:00:00.000Z","https://adyen.com/security",""
"adyen.com","2025-10-17T00:00:00.000Z","https://adyen.com/.well-known/security.txt",""
"adyen.com","2025-10-17T00:00:00.000Z","https://adyen.com/trust-center",""
"adyen.com","2025-10-17T00:00:00.000Z","https://adyen.com/legal/security",""
"adyen.com","2025-10-17T00:00:00.000Z","https://adyen.com/trust",""
"adyen.com","2025-10-17T00:00:00.000Z","https://adyen.com/privacy",""
"adyen.com","2025-10-17T00:00:00.000Z","https://adyen.com/legal/privacy",""
"adyen.com","2025-10-17T00:00:00.000Z","https://adyen.com/privacy-policy",""
"adyen.com","2025-10-17T00:00:00.000Z","https://adyen.com/pricing",""
"adyen.com","2025-10-17T00:00:00.000Z","https://adyen.com/plans",""
"adyen.com","2025-10-17T00:00:00.000Z","https://adyen.com",""
"adyen.com","2025-10-17T00:00:00.000Z","https://adyen.com/legal/dpa",""
"adyen.com","2025-10-17T00:00:00.000Z","https://adyen.com/dpa",""
"adyen.com","2025-10-17T00:00:00.000Z","https://adyen.com/data-processing-addendum",""
"zoom.us","2025-10-13T00:00:00.000Z","https://zoom.us/pricing",""
"zoom.us","2025-10-13T00:00:00.000Z","https://zoom.us/plans",""
"zoom.us","2025-10-13T00:00:00.000Z","https://zoom.us",""
"zoho.com","2025-10-13T00:00:00.000Z","https://zoho.com/.well-known/security.txt",""
"zoho.com","2025-10-13T00:00:00.000Z","https://zoho.com/legal/privacy",""
"zoho.com","2025-10-13T00:00:00.000Z","https://zoho.com/pricing",""
"zoho.com","2025-10-13T00:00:00.000Z","https://zoho.com/plans",""
"zoho.com","2025-10-13T00:00:00.000Z","https://zoho.com",""
"zoho.com","2025-10-13T00:00:00.000Z","https://zoho.com/data-processing-addendum",""
"zoho.com","2025-10-13T00:00:00.000Z","https://zoho.com/dpa",""
"zoho.com","2025-10-13T00:00:00.000Z","https://zoho.com/legal/dpa",""
"zendesk.com","2025-10-13T00:00:00.000Z","https://zendesk.com/.well-known/security.txt",""
"zendesk.com","2025-10-13T00:00:00.000Z","https://zendesk.com/legal/privacy",""
"zendesk.com","2025-10-13T00:00:00.000Z","https://zendesk.com/pricing",""
"zendesk.com","2025-10-13T00:00:00.000Z","https://zendesk.com/plans",""
"zendesk.com","2025-10-13T00:00:00.000Z","https://zendesk.com",""
"zendesk.com","2025-10-13T00:00:00.000Z","https://zendesk.com/legal/dpa",""
"zendesk.com","2025-10-13T00:00:00.000Z","https://zendesk.com/data-processing-addendum",""
"zendesk.com","2025-10-13T00:00:00.000Z","https://zendesk.com/dpa",""
"vercel.com","2025-10-13T00:00:00.000Z","https://vercel.com/.well-known/security.txt",""
"vercel.com","2025-10-13T00:00:00.000Z","https://vercel.com/legal/privacy",""
"vercel.com","2025-10-13T00:00:00.000Z","https://vercel.com/plans",""
"vercel.com","2025-10-13T00:00:00.000Z","https://vercel.com/pricing",""
"vercel.com","2025-10-13T00:00:00.000Z","https://vercel.com",""
"vercel.com","2025-10-13T00:00:00.000Z","https://vercel.com/dpa",""
"vercel.com","2025-10-13T00:00:00.000Z","https://vercel.com/data-processing-addendum",""
"vercel.com","2025-10-13T00:00:00.000Z","https://vercel.com/legal/dpa",""
"twilio.com","2025-10-13T00:00:00.000Z","https://twilio.com/.well-known/security.txt",""
"twilio.com","2025-10-13T00:00:00.000Z","https://twilio.com/legal/privacy",""
"twilio.com","2025-10-13T00:00:00.000Z","https://twilio.com/plans",""
"twilio.com","2025-10-13T00:00:00.000Z","https://twilio.com/pricing",""
"twilio.com","2025-10-13T00:00:00.000Z","https://twilio.com",""
"twilio.com","2025-10-13T00:00:00.000Z","https://twilio.com/dpa",""
"twilio.com","2025-10-13T00:00:00.000Z","https://twilio.com/legal/dpa",""
"twilio.com","2025-10-13T00:00:00.000Z","https://twilio.com/data-processing-addendum",""
"supabase.com","2025-10-13T00:00:00.000Z","https://supabase.com/legal/privacy",""
"supabase.com","2025-10-13T00:00:00.000Z","https://supabase.com/plans",""
"supabase.com","2025-10-13T00:00:00.000Z","https://supabase.com/pricing",""
"supabase.com","2025-10-13T00:00:00.000Z","https://supabase.com",""
"supabase.com","2025-10-13T00:00:00.000Z","https://supabase.com/legal/dpa",""
"supabase.com","2025-10-13T00:00:00.000Z","https://supabase.com/data-processing-addendum",""
"supabase.com","2025-10-13T00:00:00.000Z","https://supabase.com/dpa",""
"stripe.com","2025-10-13T00:00:00.000Z","https://stripe.com/.well-known/security.txt",""
"stripe.com","2025-10-13T00:00:00.000Z","https://stripe.com/legal/privacy",""
"stripe.com","2025-10-13T00:00:00.000Z","https://stripe.com/plans",""
"stripe.com","2025-10-13T00:00:00.000Z","https://stripe.com/pricing",""
"stripe.com","2025-10-13T00:00:00.000Z","https://stripe.com",""
"stripe.com","2025-10-13T00:00:00.000Z","https://stripe.com/dpa",""
"stripe.com","2025-10-13T00:00:00.000Z","https://stripe.com/data-processing-addendum",""
"stripe.com","2025-10-13T00:00:00.000Z","https://stripe.com/legal/dpa",""
"status.zoom.us","2025-10-13T00:00:00.000Z","https://status.zoom.us/api/v2/summary.json",""
"status.zoom.us","2025-10-13T00:00:00.000Z","https://status.zoom.us/",""
"status.zoom.us","2025-10-13T00:00:00.000Z","https://status.zoom.us",""
"status.zoho.com","2025-10-13T00:00:00.000Z","https://status.zoho.com/",""
"status.zoho.com","2025-10-13T00:00:00.000Z","https://status.zoho.com/api/v2/summary.json",""
"status.zendesk.com","2025-10-13T00:00:00.000Z","https://status.zendesk.com/api/v2/summary.json",""
"status.zendesk.com","2025-10-13T00:00:00.000Z","https://status.zendesk.com/",""
"status.zendesk.com","2025-10-13T00:00:00.000Z","https://status.zendesk.com",""
"status.vercel.com","2025-10-13T00:00:00.000Z","https://status.vercel.com/",""
"status.vercel.com","2025-10-13T00:00:00.000Z","https://status.vercel.com/api/v2/summary.json",""
"status.vercel.com","2025-10-13T00:00:00.000Z","https://status.vercel.com",""
"status.twilio.com","2025-10-13T00:00:00.000Z","https://status.twilio.com/api/v2/summary.json",""
"status.twilio.com","2025-10-13T00:00:00.000Z","https://status.twilio.com/",""
"status.supabase.com","2025-10-13T00:00:00.000Z","https://status.supabase.com/api/v2/summary.json",""
"status.supabase.com","2025-10-13T00:00:00.000Z","https://status.supabase.com/",""
"status.stripe.com","2025-10-13T00:00:00.000Z","https://status.stripe.com/api/v2/summary.json",""
"status.stripe.com","2025-10-13T00:00:00.000Z","https://status.stripe.com/",""
"status.stripe.com","2025-10-13T00:00:00.000Z","https://status.stripe.com",""
"status.snowflake.com","2025-10-13T00:00:00.000Z","https://status.snowflake.com/api/v2/summary.json",""
"status.snowflake.com","2025-10-13T00:00:00.000Z","https://status.snowflake.com/",""
"status.slack.com","2025-10-13T00:00:00.000Z","https://status.slack.com/",""
"status.slack.com","2025-10-13T00:00:00.000Z","https://status.slack.com/api/v2/summary.json",""
"status.slack.com","2025-10-13T00:00:00.000Z","https://status.slack.com",""
"status.sentry.io","2025-10-13T00:00:00.000Z","https://status.sentry.io/api/v2/summary.json",""
"status.sentry.io","2025-10-13T00:00:00.000Z","https://status.sentry.io/",""
"status.sendgrid.com","2025-10-13T00:00:00.000Z","https://status.sendgrid.com/",""
"status.sendgrid.com","2025-10-13T00:00:00.000Z","https://status.sendgrid.com/api/v2/summary.json",""
"status.segment.com","2025-10-13T00:00:00.000Z","https://status.segment.com/",""
"status.segment.com","2025-10-13T00:00:00.000Z","https://status.segment.com/api/v2/summary.json",""
"status.sanity.io","2025-10-13T00:00:00.000Z","https://status.sanity.io/api/v2/summary.json",""
"status.sanity.io","2025-10-13T00:00:00.000Z","https://status.sanity.io/",""
"status.sanity.io","2025-10-13T00:00:00.000Z","https://status.sanity.io",""
"status.salesforce.com","2025-10-13T00:00:00.000Z","https://status.salesforce.com/api/v2/summary.json",""
